479	564	2.85
473	552	5.91
481	565	4.22
490	583	5.08
396	432	3.84
464	545	5.14
477	565	3.62
477	565	5.05
479	565	5.24
470	551	5.52
457	532	4.3
457	532	4.73
459	537	4.17
488	589	5.66
488	590	5.48
461	551	2.84
367	392	3.26
461	554	6.79
423	494	5.28
486	592	6.14
486	592	4.79
472	567	4.64
457	544	5.11
471	574	5.62
444	531	2.9
470	572	6.05
450	544	3.98
477	588	2.97
475	591	3.41
466	573	4.62
478	598	5.28
397	452	4.56
475	597	3.91
461	575	5.46
474	598	5.32
462	579	4.36
416	499	4.25
462	580	5.9
394	449	4.48
396	454	4.97
454	569	5.18
452	566	5.21
420	510	3.96
438	543	6.07
437	542	5.52
460	586	5.51
451	574	5.39
466	602	5.44
465	603	5.71
464	603	4.04
429	531	4.93
414	510	4.12
427	538	4.67
462	603	5.29
460	602	4.84
460	602	4.87
455	597	6.31
459	603	4.27
407	504	4.6
459	604	4.43
425	531	3.85
449	589	4.93
447	588	5.64
405	502	5.55
385	452	3.33
407	499	4.26
446	590	5.5
446	589	5.34
430	559	4.93
450	599	3.65
434	559	3.55
439	577	4.97
411	520	4.8
451	601	5.58
391	466	4.44
449	600	5.26
453	607	5.85
448	602	5.72
438	582	5.38
382	449	5.88
445	598	3.77
445	599	5.64
427	562	5.73
438	586	6.34
427	562	5.77
444	598	4.8
448	608	5.1
450	611	5.17
438	591	4.21
438	591	5.27
442	598	4.3
443	601	6.44
437	590	4.28
427	562	3.97
442	602	4.48
379	450	5.24
442	604	4.69
435	590	5.53
439	602	4.96
440	605	5.9
437	598	3.53
439	603	3.84
439	603	3.4
440	607	5.02
444	614	5.53
390	494	5.78
437	604	5.58
343	369	5.67
437	604	5.47
438	607	5.4
435	605	6.01
406	537	6.09
440	616	4.91
405	529	5.07
433	607	4.65
436	615	5.71
435	614	5.2
422	578	4.49
405	544	4.25
339	362	5.78
430	606	0.87
433	613	4.25
434	618	3.93
419	577	3.81
387	490	3.3
385	498	5.36
385	500	5.07
433	619	5.32
427	608	5.78
429	612	4.27
432	619	5.22
426	608	5.08
426	608	4.67
428	610	3.86
426	613	5.45
373	460	5.59
396	539	5.3
422	603	4.32
418	597	4.27
416	595	6.18
400	544	4.44
405	560	5.04
423	618	5.98
423	618	6.7
422	619	5.78
374	486	5.29
387	512	5.3
398	548	6.24
422	622	4.01
372	472	5.28
415	610	5.49
396	562	4.89
412	613	6.09
414	612	5.76
405	583	6.35
354	418	5.53
356	443	4.26
415	622	3.19
414	621	4.35
409	609	5.08
412	613	5.03
394	565	4.79
414	624	3.68
370	495	5.52
409	616	4.71
391	549	6.06
411	624	4.36
411	626	5.33
376	501	5.58
376	501	6.42
410	626	3.71
371	502	4.43
408	621	5.18
408	622	4.64
392	577	2.69
405	619	4.06
405	614	5.71
407	626	5.5
398	601	5.79
369	505	6.09
397	599	5.79
386	563	4.93
383	558	5.95
404	628	4.47
383	558	6.46
358	473	4.03
377	543	3.03
400	618	7.71
401	624	5.39
400	621	4.78
379	553	3.69
400	627	4.8
393	608	4.62
358	480	5.22
358	480	6.08
343	399	5.47
392	605	5.74
365	513	4.98
393	619	4.65
375	554	3.18
395	630	6.1
371	522	5.37
382	572	4.55
382	572	6.32
389	607	3.19
388	615	4.91
393	630	5.12
387	612	5.28
385	604	5.5
386	609	5.84
391	627	6.15
369	521	5.05
391	628	5.33
391	630	2.78
389	627	5.43
390	631	5.11
360	487	4.71
387	620	4.81
345	419	5.3
349	463	6.49
389	628	4.25
370	565	4.82
384	626	4.45
384	632	4.46
382	620	3.29
383	625	4.36
372	584	5.01
361	538	0.08
377	610	6.26
370	579	5.99
382	630	0.18
331	360	5.84
379	628	5.52
349	486	6.13
368	582	4.54
368	581	6.15
363	560	4.69
366	581	6.49
378	632	3.59
372	611	4.96
366	581	5.05
368	577	4.81
344	441	4.81
376	634	5.34
359	555	5.22
347	489	5.24
374	626	4.29
374	627	5.29
373	635	4.72
355	519	5.44
364	596	6.45
371	635	4.99
359	571	5.02
368	622	6.09
367	621	5
369	626	5.25
369	633	4.13
369	636	5.07
369	635	3.35
369	636	4.89
368	634	1.64
361	597	1.65
365	623	6.23
349	495	6.1
338	463	5.43
357	581	5.08
363	621	5.4
361	613	4.88
366	636	4.59
363	624	5.52
362	622	5.77
349	513	6.26
358	607	5.47
340	492	6.44
361	616	2.81
362	637	4.71
344	483	5.14
361	636	6.21
360	635	4.2
359	636	5.46
352	588	4.71
356	621	4.32
357	616	5.53
358	637	6.85
358	637	2.25
358	635	4.62
333	458	6.15
354	621	5.67
352	578	3.86
355	628	5.6
356	622	2.58
356	637	5.36
355	637	5.32
351	610	5.37
354	633	4.39
354	633	3.39
354	633	5.61
354	637	4.58
354	636	4.98
354	636	7.96
354	636	5.13
354	636	6.71
354	636	4.98
354	636	2.75
353	637	5.24
353	638	1.69
350	624	5.53
351	634	4.09
349	617	2.97
345	594	5.4
336	458	5.34
336	466	3.76
348	601	6.15
345	606	5.18
349	638	3.77
349	638	6.65
348	637	4.5
347	599	5.28
349	636	4.77
333	495	6.05
330	472	6.17
345	625	4.84
346	638	1.74
346	638	4.21
329	394	5.18
343	584	2.65
344	638	4.9
342	615	5.88
330	498	5.93
332	526	5.46
340	615	6.15
340	615	3.59
337	627	6
337	629	5.72
336	624	5.47
326	381	6.04
327	494	6.53
336	630	5.28
331	567	4.51
336	589	5.18
337	628	3.55
336	637	5.26
333	610	4.88
336	635	2.07
325	484	6.14
334	631	4.89
329	574	4.72
329	567	3.97
328	451	4.34
332	629	5.54
331	520	3.85
325	372	5.65
323	480	5.2
324	500	4.96
331	637	5.36
330	630	5.6
328	603	4.56
331	618	3.76
330	639	4.76
330	579	3.12
327	497	4.5
327	620	4.39
326	621	5.92
327	585	4.88
323	348	6.18
326	637	0.45
325	415	6.54
325	620	5.4
325	445	5.1
320	506	3.72
322	607	4.81
324	630	3.71
325	575	4.97
320	546	1.9
320	542	4.3
324	593	5.52
320	574	2.65
322	639	5.89
319	534	5.71
323	464	4.65
321	639	5.21
322	581	4.36
321	635	6.15
321	635	5.04
317	615	6.36
316	554	6.08
320	554	3.96
316	518	6.39
316	635	4.12
322	379	5.46
317	634	4.92
315	621	5.14
314	554	5.9
314	613	4.16
314	620	4.64
312	570	5.35
313	638	5.67
313	639	5.63
313	626	4.92
314	590	5.65
312	484	5.35
311	629	4.67
312	611	6.74
309	629	4.42
312	451	5.36
309	622	5.28
313	556	6.15
307	614	5.75
309	530	6.82
309	530	6.09
311	574	5
311	557	5.5
305	611	5.83
304	620	5.76
316	449	5.72
304	614	6.51
303	626	4.95
303	629	4.45
309	479	5.37
311	503	4.72
308	472	5.01
300	615	3.31
301	597	4.32
300	621	5.2
315	435	5.06
299	626	5.34
299	637	3.99
303	539	6.53
298	631	5.44
299	611	6.09
305	484	4.44
302	540	6.33
298	612	6.24
297	631	5.04
313	452	5.01
296	634	5.39
295	633	6.76
301	580	4.37
304	482	6.05
316	404	5.08
301	509	5.34
292	635	5.27
295	595	3.02
290	614	2.87
297	527	4.92
299	496	5.53
300	486	5.21
289	622	1.98
294	585	3.85
286	637	4.39
286	637	6.72
285	627	6.3
285	635	6.26
302	496	5.6
283	617	6.22
297	487	5.86
285	593	5.75
282	637	5.19
282	637	5.55
291	537	5.88
282	617	4.13
281	636	5.06
296	532	5.76
309	428	5.56
280	635	3.76
280	635	5.4
280	635	5.6
286	587	4.47
277	624	6.38
281	587	5.82
292	499	6.45
307	430	5.37
275	635	5.88
274	634	4.47
279	610	4.34
297	493	5.2
294	470	5.94
276	599	5.26
291	492	5.87
272	633	6.44
280	567	5.4
296	484	5.69
275	611	4.54
278	563	5.7
278	561	5.34
269	622	1.93
272	619	5.71
273	596	5.76
279	552	4.8
271	618	3.95
290	510	4.35
271	597	6.02
269	619	4.42
281	550	3.17
269	597	6.45
263	630	4.66
277	544	5.04
284	530	5.05
263	619	5.2
287	479	4.86
264	604	3.06
284	489	5.34
260	625	4.49
265	594	5.42
273	547	5.24
258	625	3.35
276	526	5.22
257	625	6.47
293	439	5.14
267	588	5.23
256	629	5.92
255	630	4.77
257	623	5.28
253	632	4.48
259	612	6.07
293	432	5.11
267	552	4.99
268	567	5.27
253	620	5.87
282	478	5.34
252	623	5.68
282	497	5.6
253	609	5.28
261	583	3.5
262	562	6.1
259	578	3.6
262	563	6.32
261	563	6.46
272	534	5.14
288	467	3.24
276	518	2.94
279	505	4.41
311	370	5.61
278	482	4.35
246	622	4.73
265	534	5.85
250	600	5.74
250	612	4.82
246	624	4.08
251	603	3.89
263	538	4.9
248	611	5.8
247	611	4.66
244	621	5
245	616	4.36
255	563	6.02
247	598	6.2
296	421	5.41
246	598	6.4
240	616	5.73
249	590	1.5
253	576	5.07
241	601	5.2
244	592	3.49
233	627	4.99
237	607	4.01
267	512	5.14
240	601	3.02
235	616	4.11
236	603	6
254	547	5.2
234	602	7.68
262	519	4.92
229	614	5.47
305	376	5.45
250	551	5.8
235	593	1.83
243	555	4.91
235	583	4.41
232	591	5.75
223	624	4.91
247	555	4.83
229	597	5.85
221	624	5.44
221	624	4.15
267	472	5.2
223	611	5.07
230	593	5.91
227	595	5.84
244	551	5.3
288	422	5.68
288	422	3.78
227	587	5.75
251	528	4.49
303	358	4.92
216	622	6.42
228	591	4.42
249	534	4.87
248	536	4.42
228	590	4.01
239	548	5.87
217	609	3.58
223	597	4.83
263	470	6.36
235	560	2.71
218	598	3.5
222	594	4.88
222	593	4.37
255	490	6.86
255	490	5.8
234	561	4.65
215	608	5.7
243	537	5.86
233	561	5.11
236	553	5.24
230	560	5.12
215	600	5.09
280	433	3.97
232	546	5.23
216	590	5.04
215	595	6.17
217	584	5.77
242	514	4.61
206	612	5.37
216	583	3.78
219	580	2.45
204	614	4.99
208	598	5.94
202	614	2.89
208	596	5.2
240	511	5.35
200	614	5.22
216	571	4.16
201	613	4.33
212	581	5.07
212	581	5.01
200	609	4.55
225	550	5.41
231	535	3.25
194	614	5.24
197	602	5.27
193	613	5.59
211	568	2.88
211	568	1.98
192	612	5.83
204	580	4.06
202	589	5.06
202	589	5.87
217	556	5.42
297	376	5.54
206	577	4.65
210	558	5.58
188	610	5.14
245	477	6.09
209	559	4.89
241	497	4.93
211	558	4.53
191	596	5.04
233	512	5.69
186	609	0.4
199	582	4.69
247	469	4.93
200	579	3.8
200	579	4.62
212	553	5.78
231	512	5.68
189	599	4.98
214	547	4.84
213	548	5.73
214	547	5.76
212	549	5.99
185	605	3.94
197	572	4.23
260	438	5.93
254	450	6.5
193	578	5.3
191	581	3.57
194	573	1.16
187	589	6.53
197	573	4.63
197	571	3.94
214	537	5.12
184	591	4.89
179	601	5.25
182	597	7.03
182	597	6.06
199	558	5.14
181	597	5.03
208	546	3.62
202	557	5.36
185	581	6.18
278	406	3.93
178	598	5.48
189	576	4.4
187	577	5.32
179	591	5.17
186	577	3.34
220	514	4.69
218	516	4.1
170	602	5.12
173	595	6.37
174	594	5.16
216	510	6.25
216	509	5.47
184	571	4.97
174	592	5.69
196	552	5.01
205	534	3.71
202	539	4.49
174	583	5.38
218	508	4.22
169	588	5.8
176	577	4.2
239	456	6.02
162	598	5.3
184	560	4.76
207	520	5.08
226	488	3.46
231	468	6.48
209	515	5.14
160	596	4.93
174	575	5.09
174	569	5.87
166	584	5.6
216	501	4.47
173	569	6.32
164	584	5.99
158	596	4.69
157	595	4.39
174	562	4.94
248	443	4.81
158	586	5.14
194	530	2.21
197	518	6.35
164	577	6.12
165	571	5.96
214	488	4.78
162	572	5.3
255	418	5.34
154	583	6.25
165	567	2.83
149	590	4.36
164	563	5.73
158	575	4.4
152	581	5.53
203	503	4.27
153	575	5.63
153	575	6.02
203	503	1.75
150	582	4.72
167	552	5.62
237	449	4.74
231	451	6.43
258	418	4.35
186	527	4.44
150	577	4.99
200	504	5.77
228	453	5.63
177	536	4.78
185	523	4.42
235	441	5.73
207	491	5.52
144	579	7.13
142	581	3.53
221	459	5.89
146	573	6.32
238	441	5.16
156	553	5.13
151	559	5.92
174	531	4.44
183	509	4.25
164	538	4.83
142	566	5.94
138	573	6.13
135	574	6.11
196	492	4.79
131	577	5.61
138	566	6.11
261	403	5.33
261	403	5.63
151	547	5.58
225	451	1.86
149	548	6.3
149	548	6.3
146	553	6.51
146	553	7.81
130	576	3.91
278	379	4.05
133	570	5.56
129	576	5.6
224	444	3.35
143	552	6.05
132	567	5.94
266	394	5.28
280	376	4.34
243	424	3.77
204	473	5.08
235	425	5.47
140	550	5.71
133	560	5.33
190	490	5.33
160	521	6.2
134	555	5.33
139	549	6.35
125	567	6.48
159	521	5.76
130	554	6.55
233	423	5.63
121	566	5.72
230	426	4.59
120	564	5.92
191	480	5.01
117	566	4.14
119	563	6.54
193	476	5.79
213	452	4.84
214	451	5.27
115	565	4.45
137	541	5.24
175	490	5.35
171	500	4.11
126	550	6.39
125	550	6.29
119	559	4.98
141	533	4.86
152	519	3.97
120	554	4.87
178	487	3.77
195	467	3.6
125	545	4.66
115	556	5.62
179	485	4.74
111	561	4.3
216	443	4.31
112	559	4.63
251	402	5.19
119	548	3.94
138	526	6.12
112	557	5.63
144	522	3.68
110	559	6.13
133	529	6.58
133	529	4.03
184	476	5.15
165	497	4.05
111	553	5.89
108	557	3.38
113	552	4.32
198	459	1.93
172	486	3.87
106	556	4.35
203	450	4.5
104	556	5.3
280	366	5.46
216	429	5.72
162	489	5.15
110	546	6.36
155	500	5.47
128	528	4.02
135	516	5.67
168	486	4.94
127	525	6.25
127	525	5.96
103	552	5.55
280	365	6.05
170	481	5.09
224	418	5.57
130	519	5.4
123	523	5.23
108	540	6.28
99	549	3.11
102	545	5.44
100	548	6.07
100	548	6.67
132	512	5.44
123	524	4.87
104	540	5.22
126	517	6.25
104	540	5.68
169	471	3.12
211	433	3.84
100	542	4.26
185	459	4.68
129	511	5.23
232	405	4.74
150	488	3.96
205	437	4.93
127	510	5.89
118	518	6.07
149	490	4.45
163	471	3.57
111	523	5.45
204	436	5.17
116	516	6.67
227	405	5.15
88	539	4.99
163	471	3.75
228	409	4
228	403	4.8
174	454	4.46
116	509	5.42
90	534	5.23
214	415	4.67
110	514	5.95
101	520	5.16
109	516	4.62
87	535	5.6
150	478	2.23
117	504	6.04
100	520	6.04
87	534	5.47
242	393	4.66
250	386	4.47
116	506	5.59
205	421	5.18
90	526	6.49
145	474	5.3
83	532	6.1
197	430	3.43
187	435	5.28
178	443	4.8
209	419	3.96
80	531	3.89
87	523	5.36
145	474	5.24
129	487	5.85
303	337	5.43
79	527	5.24
131	484	4.92
80	526	5.49
128	486	4.63
237	393	1.67
124	485	3.82
190	432	4.34
166	448	6.14
196	426	2.21
166	450	5.26
116	488	3.14
80	521	4.77
77	522	4.8
98	503	4.71
206	414	4.79
96	500	4.47
102	497	4.71
178	436	2.47
71	519	5.6
143	457	5.4
71	515	6.53
71	515	1.99
87	502	4.72
170	438	5.09
70	514	5.4
69	514	5.72
204	407	3.65
67	515	4.59
108	481	5.87
115	478	4.51
241	377	5.77
111	477	5.39
231	385	4.54
84	497	4.32
161	438	3.17
68	509	5.07
103	484	7
103	484	6.18
69	508	4.99
126	467	3.6
64	512	4.54
103	483	5.91
113	473	6.19
280	352	5.34
161	436	4.47
112	473	4.54
181	425	3.16
63	508	5.56
110	472	5.4
203	407	6.1
69	502	6.32
158	439	5.01
245	376	5.46
188	417	4.08
70	499	5.73
61	505	5
120	461	5.28
63	503	6.4
59	504	4.68
150	441	4.34
239	374	5.15
130	455	5.51
58	503	3.9
62	500	6.31
65	497	5.07
117	459	5.61
60	499	3.52
83	483	6.26
194	408	4.51
103	467	6.12
78	486	4.76
279	349	5.07
90	475	5.64
201	398	6.51
62	493	5.36
174	415	5.09
85	478	4.78
75	481	2.97
163	425	5.56
58	492	5.67
57	491	6.44
133	440	5.08
57	491	6.02
197	401	3.69
180	407	3.78
68	480	6.1
207	393	2.92
207	393	6.26
50	490	6.24
160	419	4.55
56	486	6.45
131	440	5.09
49	490	6.01
72	474	5.29
258	360	5.43
58	484	4.11
75	471	3.88
48	489	6.02
50	487	5.07
133	436	4.58
143	426	5.27
112	442	5.11
50	478	5.26
160	414	3.52
43	480	6.69
96	450	5.23
45	478	4.68
84	454	5.37
40	474	6.43
46	469	4.6
39	470	6.2
89	443	4.49
49	464	3.48
41	468	4.39
37	470	4.48
43	466	1.36
282	341	5.53
39	466	5.91
144	412	4.85
42	463	3.61
38	465	5.64
278	342	6.6
42	461	6.43
184	390	6.94
35	463	5.77
176	390	6.18
75	440	6.47
107	425	3.85
69	442	5.49
205	377	5.15
198	377	5.74
67	442	6.46
55	448	5.95
108	421	3.45
55	447	3.43
40	455	5.42
222	368	3.29
54	447	5.81
34	456	5.25
181	386	3.39
46	447	4.78
47	447	2.01
47	447	3.8
29	453	6.66
101	419	3.06
38	448	6.16
157	394	4.5
77	428	5.89
30	450	6.06
102	418	4.82
76	428	5.52
28	450	5.93
30	447	5.61
205	371	4.97
76	426	4.72
39	442	3.83
83	420	4.2
29	443	6.01
239	355	3.99
68	428	4.28
198	370	6.32
162	387	4.65
154	388	4.82
89	415	5.79
167	384	3.81
24	442	5.19
65	425	5.57
24	442	5.08
69	421	5.9
32	435	5.43
26	437	3.84
144	391	4.89
110	404	5.76
76	416	5.57
228	357	4.72
179	376	3.3
157	382	5.16
117	400	5.02
47	427	5.08
24	435	5.07
25	434	5.67
79	412	6.29
89	409	5.5
33	429	6.01
159	381	4.45
28	429	4.89
168	377	5.08
65	414	4.68
120	395	3.84
83	407	5.84
32	426	4.91
261	342	4.11
166	376	4.69
195	363	5.12
150	382	4.29
18	427	6.25
156	376	5.79
49	414	5.51
42	416	5.08
18	424	5.77
189	365	2.74
171	371	4.58
17	422	6.27
156	374	6.34
59	407	5.36
18	420	6.38
32	415	5.5
25	417	5.49
167	371	6.21
29	415	5.44
122	385	2.69
54	405	6.15
20	415	5.32
15	416	6.61
50	405	6.05
269	336	5.46
27	412	3.11
270	336	4.45
151	372	5.66
163	368	5.57
18	414	5.8
142	372	5.12
66	395	3.79
96	386	4.66
32	405	5.23
13	411	5.45
42	401	6.19
65	394	5.73
161	367	3.78
63	393	5.02
40	400	4.3
40	400	6.3
12	408	5.91
14	407	5.91
42	398	6.36
168	363	5.93
74	389	4.6
84	383	5.03
26	398	4.08
80	383	5.06
11	401	4.84
91	381	4.37
12	401	4.98
148	364	2.34
10	400	4.73
29	394	4.42
173	356	1.81
9	397	5.95
75	380	6.01
11	395	4.62
290	327	6.19
43	387	4.92
43	386	5.69
8	393	5.52
33	386	6.48
175	354	4.62
36	384	5.7
97	369	3
159	356	3.93
173	353	5.11
31	381	4.46
23	382	6.11
164	352	4.59
6	384	5.4
26	379	2.56
17	381	3.33
31	377	4.56
14	379	5.31
6	380	4.45
5	379	5.18
51	369	3.79
51	369	4.41
56	368	3.49
72	364	4.76
5	377	5.9
15	374	3.56
6	373	4.05
136	351	3.9
90	357	4.99
20	368	5.08
9	369	4
4	369	5.39
9	368	4.81
18	366	4.06
16	365	5.58
4	367	6.35
3	366	6.49
10	364	5.93
3	364	4.95
74	353	5.3
14	360	5.74
88	349	5.94
3	361	4.77
18	358	5.54
207	334	3.82
12	358	6.27
158	339	5.07
158	339	5.12
42	353	4.93
42	353	5.64
50	351	3.54
2	355	5.76
15	353	5.95
134	340	4.62
207	331	5.19
104	343	5.64
105	342	5.26
175	335	3.11
6	352	4.7
1	352	4.3
105	341	5.46
